Item,Series,Time Stamp,Date,Time (s),NodeNumber,Measurement ID,Image,Intensity (Cnt/s),Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,% Acqs Unmarked,Acq Time (s),DLS Temp (C),Attenuation Level (%),Laser Power (%),Set Temp (C),Ramp Rate (C/min),Well,Insert Info,Row,Col,Configuration,Radius (nm),Amplitude,Diffusion Coefficient (cm²/s),Diameter (nm),Polydispersity (nm),%PD,PD Index,Mw-R (kDa),Baseline,SOS,Viscosity from Sample Rh (cP),Lambda (1/s),Sigma (1/s²),D10 (nm),D50 (nm),D90 (nm),Span (D90 - D10)/D50,Range1 Radius (M) (nm),Range1 %Pd (M),Range1 Mw-R (M) (kDa),Range1 %Intensity (M),Range1 %Mass (M),Range1 %Number (M),Range1 Diameter (M) (nm),Range1 Diffusion Coefficient (M) (cm²/s),Range1 Particle Concentration (M) (1/mL),Range2 Radius (M) (nm),Range2 %Pd (M),Range2 Mw-R (M) (kDa),Range2 %Intensity (M),Range2 %Mass (M),Range2 %Number (M),Range2 Diameter (M) (nm),Range2 Diffusion Coefficient (M) (cm²/s),Range2 Particle Concentration (M) (1/mL),Range3 Radius (M) (nm),Range3 %Pd (M),Range3 Mw-R (M) (kDa),Range3 %Intensity (M),Range3 %Mass (M),Range3 %Number (M),Range3 Diameter (M) (nm),Range3 Diffusion Coefficient (M) (cm²/s),Range3 Particle Concentration (M) (1/mL),Range4 Radius (M) (nm),Range4 %Pd (M),Range4 Mw-R (M) (kDa),Range4 %Intensity (M),Range4 %Mass (M),Range4 %Number (M),Range4 Diameter (M) (nm),Range4 Diffusion Coefficient (M) (cm²/s),Range4 Particle Concentration (M) (1/mL),Range5 Radius (M) (nm),Range5 %Pd (M),Range5 Mw-R (M) (kDa),Range5 %Intensity (M),Range5 %Mass (M),Range5 %Number (M),Range5 Diameter (M) (nm),Range5 Diffusion Coefficient (M) (cm²/s),Range5 Particle Concentration (M) (1/mL),RMS Error,Number Unfiltered Peaks (M),Number Filtered Peaks (M),Pre-correction Internal Standard Rh (M) (nm),Internal Standard Viscosity (M) (cP),Mw-S (Da),1/Mw-S (1/Da),Particle Concentration (1/mL),Particle Concentration Calculation,Particle Material,Particle Shape,Particle Core Real RI,Particle Core Imaginary RI,Sample,Concentration (mg/mL),Mw-R Model,dn/dc (mL/g),Conformation Model for SLS,A2 (mol mL/g^2),Viscosity Calculation: Use Internal Standard,Internal Standard Rh (nm),Internal Standard Rh Range Minimum (nm),Internal Standard Rh Range Maximum (nm),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,
J5 ,,20:24:31,2025-06-16,10050,221,221,None,4192032.3791862875,4192032.3791862875,8,8,0,100,5.0331602096557617,25.070744548078725,0,100,25,0,J5,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,5,2025-Jun-16 17:21:29,48.249012053839436,0.048661686494054938,5.109881188198636e-08,96.498024107678873,27.540358647383407,57.079632255790131,0.57079632255790136,29255.321462642209,1.0029747192460903,2.3870120677765305,--,3.5521747411391323e-05,2581.2598218061435,--,--,--,--,3.5220468202001696,12.952089066686275,64.057486057880254,8.4335125377455711,88.325617680317976,99.999388068535808,7.0440936404003391,7.0000977167325466e-07,--,45.225769031877306,27.140276673383323,25144.947180060422,76.937009539978177,0.89516005003778587,0.00060950119991149288,90.451538063754612,5.4514654879457181e-08,--,207.33491943750386,13.997626099259888,886602.31576126942,8.7684915983050438,0.42866989720274107,2.4292234059135636e-06,414.66983887500771,1.1891229886020185e-08,--,--,--,--,--,--,--,--,--,--,8126.818031423195,17.156569189834396,4738170957.3478661,5.8609863239712032,10.3505523724415,1.0408669767337149e-09,16253.63606284639,3.0337423342049071e-10,--,0.00012656891518372668,7,4,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88553374512922667,Aqueous,
J6 ,,20:25:18,2025-06-16,10097,222,222,None,2254934.808623164,2254934.808623164,8,8,0,100,5.0331602096557617,25.102203302407581,0,100,25,0,J6,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,6,2025-Jun-16 17:21:29,21.681021943197617,0.053684217860838622,1.1380974694486241e-07,43.362043886395234,12.375447647420877,57.079632499996862,0.57079632499996857,4501.300990322261,1.0014081204401208,5.0086269472664897,--,1.0270988682857757e-09,5749.1068410420512,--,--,--,--,6.2459746545469939,19.045384043808873,244.75075855057497,36.501365350368829,97.671965378759438,99.998964221762463,12.491949309093988,3.9505629742909885e-07,--,95.738967386646863,24.20042909893758,145388.51104885485,63.498634649631178,2.3280346212405596,0.0010357782375223386,191.47793477329373,2.5773326036577715e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.1821344549551e-05,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88489342848045438,Aqueous,
J7 ,,20:26:07,2025-06-16,10146,223,223,None,5304701.0338586988,6630876.1935156183,8,8,0,100,5.0331602096557617,25.111709834102996,0,80.000001192092896,25,0,J7,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,7,2025-Jun-16 17:21:29,45.494161501178262,0.065573727713476276,5.4251567579605713e-08,90.988323002356523,25.96789982551482,57.079631690414324,0.57079631690414323,25495.487605785242,1.0001865592974775,1.7027726219978441,--,0.00012502457691716701,2740.5214421571723,--,--,--,--,5.4816343893046993,11.830022191330711,180.33516829768899,9.9271439399497439,97.441520968621788,99.998492853960414,10.963268778609399,4.5025432231932036e-07,--,65.415823758124247,8.1209895062126307,59636.659275539401,90.072856060050256,2.5584790313782033,0.0015071460395906062,130.83164751624849,3.7729855490081509e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00011863402592287029,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88470008621993113,Aqueous,
J8 ,,20:26:53,2025-06-16,10192,224,224,None,4958303.655024264,4958303.655024264,8,8,0,100,5.0331602096557617,25.074548387652445,0,100,25,0,J8,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,8,2025-Jun-16 17:21:29,47.822695665207917,0.057270090097508122,5.1559501580099788e-08,95.645391330415833,27.297018907306288,57.079632437293746,0.57079632437293748,28654.076365337853,1.0011088210667238,0.84714623349939155,--,9.2032156160605384e-06,2604.531604147031,--,--,--,--,4.6337452712066263,10.505913120984665,121.71012700297707,7.0482350889993821,94.901157982566872,99.998723857824658,9.2674905424132525,5.3212125578772855e-07,--,55.927140197482167,10.519368484438962,41330.060983772506,90.277243576778147,2.1728688201912782,0.0012760554820899523,111.85428039496433,4.408797489033643e-08,--,--,--,--,--,--,--,--,--,--,1485.5562700670791,0,88871966.33599034,2.6745213342224616,2.925973197241857,8.6693252379932918e-08,2971.1125401341583,1.659791959683615e-09,--,--,--,--,--,--,--,--,--,--,9.4894156723361898e-05,6,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88545627919308822,Aqueous,
J9 ,,20:27:40,2025-06-16,10239,225,225,None,4947659.8907325948,4947659.8907325948,8,8,0,100,5.0331602096557617,25.05581203333502,0,100,25,0,J9,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,9,2025-Jun-16 17:21:29,48.030076471644286,0.052931730598939748,5.1311536601413338e-08,96.060152943288571,27.41539088907389,57.079631978639945,0.57079631978639944,28945.657932619852,1.0004978965011715,0.73157844178837406,--,7.6150546292486055e-05,2592.005606474514,--,--,--,--,4.0723958795376065,9.2844631658167973,89.971645306705724,6.2443370398720077,98.181660965437231,99.999306912423776,8.144791759075213,6.0517127994031959e-07,--,58.778522773496995,15.68368667125204,46429.765988956744,93.755662960128006,1.8183390345627819,0.00069308757622454031,117.55704554699399,4.1928529513073939e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00011016828030258802,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88583796039821516,Aqueous,
J10 ,,20:28:26,2025-06-16,10285,226,226,None,5261460.6434296435,7015280.8579061916,8,8,0,100,5.0331602096557617,25.015551765050844,0,75,25,0,J10,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,10,2025-Jun-16 17:21:29,54.749393537184332,0.062945004149510306,4.4966382547486492e-08,109.49878707436866,30.592281771045148,55.876932682857365,0.55876932682857361,39322.269335347482,1.0024652840891739,0.52420869091394873,--,148.04108917607419,2202.6821261917012,--,--,--,--,3.5490025405515246,15.070094100655783,65.21048076723892,3.8463036902105459,97.758555226799743,99.999315071994886,7.0980050811030493,6.9368284353308245e-07,--,55.164078630664143,20.651209636953965,40022.68577622209,96.153696309789467,2.24144477320025,0.00068492800511258214,110.32815726132829,4.4628356625309873e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.2588806978167696e-05,5,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88665905768957287,Aqueous,
J11 ,,20:29:12,2025-06-16,10331,227,227,None,3702842.5576147186,3702842.5576147186,8,8,0,100,5.0331602096557617,24.981046110915258,0,100,25,0,J11,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,11,2025-Jun-16 17:21:29,58.863140560745919,0.069897406404061488,4.1785777005397796e-08,117.72628112149184,33.59886426855347,57.079632429533596,0.570796324295336,46586.310168411059,1.0217655106638297,37.685433980614619,--,8.381676402400087e-06,2110.8112657692923,--,--,--,--,3.3674337807488226,11.69471612261097,57.670405874790276,8.9022918170871925,93.879343819154641,99.999094466802717,6.7348675614976452,7.3042032166160658e-07,--,34.754301322185604,9.9110835245073083,13577.833886050052,64.572851986537813,0.95930568907881542,0.00090514043470440314,69.508602644371209,7.077230649832079e-08,--,813.84440326916979,11.905125482425575,21740192.295779936,26.524856196374984,5.1613504917665525,3.9276258338927191e-07,1627.6888065383396,3.0222510045267421e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00031106250242815976,4,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88736382362930599,Aqueous,
J12 ,,20:29:57,2025-06-16,10376,228,228,None,2565031.5989309503,2565031.5989309503,8,8,0,100,5.0331602096557617,24.953884776506616,0,100,25,0,J12,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,12,2025-Jun-16 17:21:29,23.627522348531958,0.042914611100043271,1.0402611651401422e-07,47.255044697063916,13.486502761666452,57.079631807032897,0.57079631807032893,5504.3053855951566,1.0016586446010975,4.1092227575123106,--,0.00020519902035483209,5254.886013863159,--,--,--,--,5.8786850420011065,28.801622536974946,212.39312399707927,38.811252880580419,97.628769021117662,99.999513063258576,11.757370084002213,4.1810020016469497e-07,--,98.945703984038843,17.769730161454291,157039.32653765936,61.188747119419581,2.3712309788823402,0.00048693674142679934,197.89140796807769,2.4840688314899924e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.7120785552108461e-05,5,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88791925586395193,Aqueous,
J13 ,,20:30:42,2025-06-16,10421,229,229,None,5675146.9984806757,14187867.284785992,8,8,0,100,5.0331602096557617,24.943894279435593,0,40.000000596046448,25,0,J13,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,13,2025-Jun-16 17:21:29,52.592845073436948,0.063124881783294076,4.6721777165498517e-08,105.1856901468739,28.995976719829702,55.132930495282693,0.55132930495282695,35793.392966607054,0.99978862076481934,0.87523594605805355,--,243.11453254263523,2245.7683240101401,--,--,--,--,6.4714864669718173,10.127459833142728,265.92913891158372,6.7906978339705679,92.067245700165344,99.994100972790932,12.942972933943635,3.7970120165769457e-07,--,77.019015102010002,17.25077161294535,87385.73949903161,93.209302166029431,7.9327542998346567,0.0058990272090813888,154.03803020402,3.1904214625000831e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00011799384325529039,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88812370422881604,Aqueous,
J14 ,,20:31:27,2025-06-16,10466,230,230,None,5489038.1259335447,9148396.5130312908,8,8,0,100,5.0331602096557617,24.944417744343067,0,60.000002384185791,25,0,J14,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,14,2025-Jun-16 17:21:29,54.779560566308639,0.080309808261805185,4.4857335915699222e-08,109.55912113261728,31.267967693565648,57.07962490081848,0.57079624900818482,39372.983680905068,1.0008259002147077,1.0714011210627705,--,0.00097033222723170889,2265.9708277380423,--,--,--,--,3.915163299783095,11.49220407626828,82.053068909322249,4.4777754603303848,70.773720027335258,99.998830992060647,7.8303265995661899,6.276277543195792e-07,--,52.285776462048887,22.539971085507823,35306.325057581511,65.987030443525072,1.3023635621093388,0.00099390462596592372,104.57155292409777,4.6996818559649368e-08,--,104.60330707404356,10.578139518671334,178859.09119506637,27.19933047684577,2.3743745612892426,0.00017509964678853669,209.20661414808711,2.349127592971721e-08,--,--,--,--,--,--,--,--,--,--,9616.6579683089385,19.400708338516097,7025198666.6280699,2.3358636192987672,25.549541849266163,3.6665815851643991e-09,19233.315936617877,2.555217371497512e-10,--,9.0244530306457789e-05,8,4,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88811298990433485,Aqueous,
J15 ,,20:32:12,2025-06-16,10511,231,231,None,5440684.8820773065,12090411.169347199,8,8,0,100,5.0331602096557617,24.976189824364734,0,44.999998807907104,25,0,J15,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,15,2025-Jun-16 17:21:29,53.783808971071444,0.059372727073269141,4.5726156539089128e-08,107.56761794214289,30.699587407183994,57.079608146935634,0.57079608146935634,37718.739203714496,1.0000343002340049,0.74510090017328645,--,0.0031698465422668495,2309.8583568614317,--,--,--,--,4.4957045071210899,26.894982052777085,113.39524721865064,5.6741085451536346,92.078174652144099,99.998742028446443,8.9914090142421799,5.4703926033932248e-07,--,92.471514840100923,23.910842829103764,134042.99120168175,94.325891454846357,7.9218253478558953,0.0012579715535553568,184.94302968020185,2.6595507519610512e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.9711152417856001e-05,5,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88746308818794273,Aqueous,
J16 ,,20:32:56,2025-06-16,10555,232,232,None,6152373.9238024792,12304747.847604958,8,8,0,100,5.0331602096557617,24.982547852140527,0,50,25,0,J16,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,16,2025-Jun-16 17:21:29,59.346735868591161,0.07967840765719858,4.1446922116417792e-08,118.69347173718232,23.76870076010966,40.050561184594272,0.40050561184594274,47486.764202059756,1.0002255892044296,0.67475144685154542,--,1221.1403032794035,1366.8886992421385,--,--,--,--,3.5489419224937566,23.183205482084549,65.207874692440626,3.0782424790386727,93.134500020300564,99.999314871720642,7.0978838449875132,6.9309095305812042e-07,--,90.706519399111244,25.990856506518018,128133.06814618582,96.921757520961322,6.8654999796994325,0.00068512827934805046,181.41303879822249,2.7117560630743561e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00010801793952899058,5,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88733313122950286,Aqueous,
J17 ,,20:33:40,2025-06-16,10599,233,233,None,4890179.6638610931,7523353.6049720319,8,8,0,100,5.0331602096557617,25.048128741677644,0,64.999997615814209,25,0,J17,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,17,2025-Jun-16 17:21:29,54.512041764593313,0.071607623059009126,4.5200983694447605e-08,109.02408352918663,31.115273056039324,57.079632405640929,0.57079632405640934,38924.557976231277,1.0064477047268245,4.1801550359243906,--,1.2140924587429377e-05,2283.330654238297,--,--,--,--,3.7355922013639913,9.0417024359443037,73.516584510226394,6.8758163936220988,94.096690982194943,99.999365289003407,7.4711844027279826,6.596003466472437e-07,--,47.901743959982646,11.769127808530962,28765.020494421253,83.352123850549049,1.2314113033304972,0.0006345579498719863,95.803487919965292,5.1438584637145258e-08,--,--,--,--,--,--,--,--,--,--,1181.7070010329032,8.1117876669159639,52027997.098401614,9.772059755828872,4.6718977144745555,1.5304670915487548e-07,2363.4140020658065,2.0851174688807837e-09,--,--,--,--,--,--,--,--,--,--,0.0001569090507144127,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88599455899898316,Aqueous,
J18 ,,20:34:25,2025-06-16,10644,234,234,None,4611187.3776598871,4611187.3776598871,8,8,0,100,5.0331602096557617,25.085552139247525,0,100,25,0,J18,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,18,2025-Jun-16 17:21:29,29.809345062902779,0.060804475560699144,8.2740140760699647e-08,59.618690125805557,17.015064601772224,57.079632463804714,0.57079632463804719,9481.312984946464,1.0011690857708899,7.0320650778062657,--,8.5248927087151657e-06,4179.6236403613893,--,--,--,--,6.564900215462484,24.954470510821643,274.99768280877566,29.946633066793492,94.404877600393903,99.998597012320403,13.129800430924968,3.7569945094970316e-07,--,--,--,--,--,--,--,--,--,--,103.10532265893342,14.66109542440136,172923.3902992169,70.053366933206505,5.5951223996060948,0.0014029876795941339,206.21064531786683,2.3921455681271202e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.7578349162068988e-05,5,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88523225065465128,Aqueous,
J19 ,,20:35:09,2025-06-16,10688,235,235,None,5249203.4745740993,13123008.490887184,8,8,0,100,5.0331602096557617,25.08355714251654,0,40.000000596046448,25,0,J19,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,19,2025-Jun-16 17:21:29,52.844711023265909,0.075508225341031812,4.6670701977945557e-08,105.68942204653182,30.163560556635748,57.079620595059467,0.57079620595059466,36195.75426119897,1.0002602145772026,1.2631886907073719,--,0.0015815818204099805,2357.5728550787062,--,--,--,--,5.2119822570344567,10.478710265249735,160.25888237329795,6.651436831780944,95.754484011659684,99.997907880103398,10.423964514068913,4.7319803438486508e-07,--,72.672793640886724,21.852275171662484,76281.025792794535,93.348563168219044,4.2455159883403075,0.0020921198965955022,145.34558728177345,3.3937043503030036e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00010943987535572526,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88527286019653217,Aqueous,
J20 ,,20:35:55,2025-06-16,10734,236,236,None,5661922.9027851308,8710650.9391742051,8,8,0,100,5.0331602096557617,25.036380237172772,0,64.999997615814209,25,0,J20,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,20,2025-Jun-16 17:21:29,51.755124712551947,0.058448751532270103,4.7594026970634501e-08,103.51024942510389,28.987546571946151,56.009036270210991,0.56009036270210988,34473.607112665479,1.0001786431510427,0.74104304500543949,--,140.07631801166275,2339.2625227768185,--,--,--,--,4.4346266876978442,11.819851424738467,109.82338387025619,5.6187694003200761,97.133464520662201,99.999010674684442,8.8692533753956884,5.5545482740881913e-07,--,67.021494400647626,19.475215892413303,63118.173875428321,94.381230599679924,2.8665354793377995,0.00098932531555270971,134.04298880129525,3.6752907756917263e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.049052258954226e-05,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88623410480594,Aqueous,
J21 ,,20:36:40,2025-06-16,10779,237,237,None,5057056.9822744848,9194648.8593922351,8,8,0,100,5.0331602096557617,24.99495837304649,0,55.000001192092896,25,0,J21,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,21,2025-Jun-16 17:21:29,49.044389522327535,0.092678534642961899,5.0169757725741724e-08,98.08877904465507,26.740641444453001,54.523344474048933,0.54523344474048929,30396.219977440298,0.99998967666576177,1.8473954968214026,--,336.24508081459953,2374.5264387819911,--,--,--,--,4.7340073624326919,8.9854304182101377,127.96149503137406,5.904526762301284,96.95710591100439,99.9986355163648,9.4680147248653839,5.1975946629657621e-07,--,64.42114342135369,16.880367913559269,57536.491461104124,94.095473237698712,3.0428940889956122,0.00136448363519706,128.84228684270738,3.8194682824063025e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00012847241885211318,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88707955575809139,Aqueous,
J22 ,,20:37:26,2025-06-16,10825,238,238,None,5670755.5517149456,12601679.337641489,8,8,0,100,5.0331602096557617,24.940134121669256,0,44.999998807907104,25,0,J22,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,22,2025-Jun-16 17:21:29,60.180191180857499,0.077331547625097738,4.082717573018129e-08,120.360382361715,27.044337672622042,44.938936121599561,0.4493893612159956,49061.870778025012,1.0004399493915352,0.70211504836833105,--,979.03861256344044,1521.0650983070973,--,--,--,--,4.1630501028861993,22.55220403330274,94.727921301524503,3.6082340795338217,91.026606488309156,99.998645728330359,8.3261002057723985,5.9018920745473896e-07,--,91.184218777675341,24.878527274587199,129717.54730760919,96.39176592046617,8.9733935116908494,0.0013542716696368542,182.36843755535068,2.6945312179593081e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00012207356906249132,5,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88820067393029156,Aqueous,
J23 ,,20:38:11,2025-06-16,10870,239,239,None,4922726.2681306843,6153407.743470435,8,8,0,100,5.0331602096557617,24.849432583327829,0,80.000001192092896,25,0,J23,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,23,2025-Jun-16 17:21:29,57.361640121258532,0.065051434721287396,4.2730753439305e-08,114.72328024251706,32.741812533845717,57.079631029781922,0.57079631029781919,43853.209584563716,1.0089046624188305,7.7220780275872958,--,0.0001788309024266799,2158.546734759062,--,--,--,--,3.6215348760293726,10.651412697119211,68.371598094698683,7.030559091032643,81.073271445768356,99.998890230421594,7.2430697520587453,6.7681416438077228e-07,--,40.934022889503339,23.100784241268826,19912.867419011778,71.43692221935774,1.0831992868486968,0.0011040689204521402,81.868045779006678,5.987943348524822e-08,--,165.86450608970196,15.513228264816156,525966.15946457069,9.5856938284040059,0.41902845104991193,5.6868040371339782e-06,331.72901217940392,1.4777761431189197e-08,--,--,--,--,--,--,--,--,--,--,5974.7372841957103,49.210968810853984,2306797210.2319374,11.946824861205609,17.424500816333023,1.3853914987647749e-08,11949.474568391421,4.102450006260985e-10,--,8.9745114451126746e-05,6,4,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.89006076407612966,Aqueous,
J24 ,,20:38:58,2025-06-16,10917,240,240,None,4366339.9699121714,4366339.9699121714,8,8,0,100,5.0331602096557617,24.895421928461076,0,100,25,0,J24,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",10,24,2025-Jun-16 17:21:29,27.759038568454933,0.053812478860898696,8.8406782552470261e-08,55.518077136909866,15.844757167836322,57.079632382665189,0.57079632382665191,8025.2084172884088,1.001392878569789,4.8588628136782788,--,2.9527910309773382e-05,4465.8744130474379,--,--,--,--,6.1633897296035105,22.75252328895801,237.24585226232503,28.942331756051413,96.47835514123399,99.997578395847185,12.326779459207021,3.9817168705067454e-07,--,97.441976606477283,31.471014989051611,151511.90094973953,71.057668243948598,3.5216448587660087,0.0024216041528171343,194.88395321295457,2.5185113972984616e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.6197361552307544e-05,6,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88911679519877485,Aqueous,
K1 ,,20:39:53,2025-06-16,10972,241,241,None,5206290.9044988705,6941721.2059984943,8,8,0,100,5.0331602096557617,24.921722805073848,0,75,25,0,K1,"614-WPR3, Z=9, Corner offsets=[-15,48],[-15,58],[5,-12],[25,68]",11,1,2025-Jun-16 17:21:29,54.485768979821472,0.058022837756321236,4.5072189953996141e-08,108.97153795964294,31.100276654226363,57.079632418777443,0.57079632418777448,38880.677043446572,1.0036675271650308,2.6801779877759055,--,1.0420905647119771e-05,2276.8246307645859,--,--,--,--,4.6373689893023844,12.222479757208069,121.93294752127942,8.8765080612075753,96.849002058642341,99.998271512136739,9.2747379786047688,5.2956599634688485e-07,--,56.80126359194675,28.737382661064441,42857.368268590602,87.971050584502549,2.1191205240764623,0.0017277278830974024,113.6025271838935,4.3234829191304202e-08,--,517.50000148526351,11.63135954890706,7536784.6607665615,3.1524413542898775,1.03187741728121,7.5998017893352784e-07,1035.000002970527,4.7454935694681265e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00010616850064854212,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88857771405648467,Aqueous,
